8.0.4228120576.1|[17,28,22,12,9,-8,4,-4,1]
8.0.4236447744.3|[16,16,36,-4,29,2,9,-2,1]
8.0.4252075997.1|[3,-10,23,-9,5,-8,7,-3,1]
8.0.4295433053.1|[8,8,30,11,9,-2,8,-2,1]
8.0.4303360000.2|[4,16,-12,-52,63,-22,15,-2,1]
8.0.4343469025.1|[16,-16,4,6,-9,3,1,-2,1]
8.0.4521217600.1|[16,0,4,0,-2,0,1,0,1]
8.0.4523051669.1|[23,-39,42,-18,22,-10,7,-1,1]
8.0.4688918125.1|[5,5,6,-21,32,-17,10,-2,1]
8.0.4695843125.1|[11,-24,3,17,26,-14,-1,0,1]
8.0.4712037781.1|[5,-4,15,-13,4,4,2,-3,1]
8.0.4737523213.1|[19,-38,67,-45,39,-18,9,-3,1]
8.0.4857532416.1|[31,86,-17,-82,96,-14,1,-2,1]
8.0.4868829729.1|[81,-54,-9,15,-8,5,-1,-2,1]
8.0.4907318533.1|[3,-17,40,-55,51,-31,15,-4,1]
8.0.4919868125.1|[4,2,-1,-26,27,-11,11,-2,1]
8.0.4922986896.1|[4,0,47,0,47,0,13,0,1]
8.0.4968649025.1|[16,-24,24,-16,11,-8,6,-3,1]
8.0.4995180625.1|[19,13,45,16,17,-4,2,0,1]
8.0.5037359104.1|[17,-60,106,-104,83,-40,18,-4,1]
8.0.5053510429.1|[5,-24,49,-59,53,-31,15,-4,1]
8.0.5107336533.1|[3,6,31,-25,19,-12,1,-1,1]
8.0.5174788096.1|[257,-324,456,-284,193,-64,26,-4,1]
8.0.5198736512.1|[16,-24,12,-2,0,-1,3,-3,1]
8.0.5304843125.1|[5,25,19,-27,43,-15,12,-2,1]
8.0.5501270057.1|[16,-24,16,-4,-1,-2,4,-3,1]
8.0.5504371933.1|[19,-53,43,-2,-6,1,3,-1,1]
8.0.5583825625.2|[1,0,19,0,62,0,16,0,1]
8.0.5609860201.1|[5,-12,21,-6,1,-3,4,0,1]
8.0.5638996033.1|[16,-16,8,6,-7,3,2,-2,1]
8.0.5677321104.1|[13,-52,108,-126,99,-46,20,-4,1]
8.0.5722166025.1|[4,-14,33,-48,48,-2,-4,-2,1]
8.0.5773568256.1|[81,0,9,-18,-3,-6,1,0,1]
8.0.5808268944.1|[16,12,29,-7,24,-1,6,-1,1]
8.0.5932388125.1|[25,-25,10,-10,19,-11,5,-3,1]
8.0.5974993928.1|[16,-8,8,-10,4,-5,2,-1,1]
8.0.5979619584.3|[1369,0,-914,0,243,0,-26,0,1]
8.0.5985055232.1|[16,-8,4,-4,4,-2,1,-1,1]
8.0.6042419289.1|[4,-30,91,-120,66,0,-8,0,1]
8.0.6146560000.1|[36,-120,218,-216,159,-64,26,-4,1]
8.0.6149069056.2|[9,0,-11,0,22,0,-8,0,1]
8.0.6194477025.1|[112,-204,175,-99,30,-3,1,0,1]
8.0.6238788761.1|[11,-39,72,-76,64,-34,16,-4,1]
8.0.6308171776.2|[1,0,14,0,43,0,14,0,1]
8.0.6308171776.3|[1,0,42,0,55,0,14,0,1]
8.0.6482804341.1|[23,-19,-10,0,16,5,-2,-1,1]
8.0.6485564089.1|[23,24,12,6,18,-10,10,-3,1]
8.0.6672275856.1|[81,-81,18,27,-26,9,2,-3,1]
8.0.6920220112.1|[2,-12,33,-53,55,-37,17,-4,1]
8.0.6941722489.1|[81,-81,0,27,-17,9,0,-3,1]
8.0.6941722489.2|[81,-63,39,-34,35,-6,0,-2,1]
8.0.6975590400.1|[67,-140,220,-176,129,-52,22,-4,1]
8.0.7264493824.1|[81,-54,45,-12,8,-4,5,-2,1]
8.0.7283769025.1|[16,-24,12,2,-5,1,3,-3,1]
8.0.7296405561.1|[4,6,19,-7,29,4,9,-2,1]
8.0.7331636232.1|[16,-16,4,-6,8,-3,1,-2,1]
8.0.7660625625.1|[841,-232,-226,-22,63,6,-9,-1,1]
8.0.7688688125.1|[25,-25,10,-15,19,-4,0,-2,1]
8.0.7704020617.1|[3,-17,44,-64,58,-34,16,-4,1]
8.0.7798302864.1|[4,0,28,0,32,0,11,0,1]
8.0.7848542464.3|[81,0,-98,0,67,0,-14,0,1]
8.0.7866448249.1|[16,-8,4,-2,-1,-1,1,-1,1]
8.0.8111524096.1|[29,-86,145,-132,102,-46,20,-4,1]
8.0.8134596864.1|[81,-108,45,18,-27,6,5,-4,1]
8.0.8173064025.1|[81,0,153,0,85,0,17,0,1]
8.0.8177946624.1|[1089,792,288,-108,34,16,8,-4,1]
8.0.8248090761.1|[64,8,57,-7,41,-2,7,0,1]
8.0.8275904784.2|[81,-81,45,-18,4,-6,5,-3,1]
8.0.8394138297.1|[16,-24,20,-14,9,-7,5,-3,1]
8.0.8437524736.1|[5,-28,63,-82,72,-40,18,-4,1]
8.0.8493465600.17|[100,0,-80,0,54,0,-8,0,1]
8.0.8579946384.1|[64,0,140,0,80,0,16,0,1]
8.0.8653650625.2|[5,15,-19,-62,83,-34,18,-2,1]
8.0.8808320336.1|[18,15,28,31,13,-1,1,0,1]
8.0.9310127121.1|[7,-33,74,-94,78,-40,18,-4,1]
8.0.9346829041.1|[16,-24,20,-10,5,-5,5,-3,1]
8.0.9376436224.7|[196,-112,-30,-20,45,-2,-5,-2,1]
8.0.9376436224.8|[196,-56,-114,48,21,-2,-3,-2,1]
8.0.9384519509.1|[5,-23,54,-73,65,-37,17,-4,1]
8.0.9391935744.3|[2401,-1372,245,84,-76,12,5,-4,1]
8.0.9525760000.3|[11,-58,141,-184,138,-58,24,-4,1]
8.0.9872265721.1|[81,-54,45,-30,11,-10,5,-2,1]
8.0.9903030080.1|[46,-90,145,-123,95,-43,19,-4,1]
8.0.9953411753.1|[4,-25,65,-92,77,-40,18,-4,1]
8.0.10070523904.5|[16,0,0,0,-6,0,0,0,1]
8.0.10150563125.1|[4,-22,55,-77,67,-37,17,-4,1]
8.0.10158799401.1|[16,-8,12,-6,9,-3,3,-1,1]
8.0.10475766621.1|[81,-54,72,-27,27,-9,8,-2,1]
8.0.10532261888.1|[7,-26,57,-68,47,-12,3,-2,1]
8.0.10718418125.1|[11,-14,10,-39,40,-15,12,-2,1]
8.0.10857640000.1|[4,0,26,0,37,0,12,0,1]
8.0.11345942480.1|[2,-13,36,-57,57,-37,17,-4,1]
8.0.11563027264.1|[12,-8,6,20,9,-4,6,-1,1]
8.0.11577760000.2|[361,0,-299,0,102,0,-16,0,1]
8.0.11589168409.1|[53,37,-27,-26,57,-26,12,-2,1]
8.0.11667456256.1|[1,0,21,0,44,0,13,0,1]
8.0.11851678337.1|[16,-16,8,-6,7,-3,2,-2,1]
8.0.12192797241.1|[256,-64,-48,-8,32,-2,-3,-1,1]
8.0.12358324224.5|[100,80,134,-16,55,-2,11,-2,1]
8.0.12456568881.1|[25,0,62,0,47,0,13,0,1]
8.0.12482475625.1|[11,-63,151,-194,143,-58,24,-4,1]
8.0.12482475625.2|[1,0,17,0,73,0,17,0,1]
8.0.12759961600.1|[5,-30,74,-102,87,-46,20,-4,1]
8.0.12966832384.1|[13,-58,103,-102,82,-40,18,-4,1]
8.0.12982323600.1|[4,0,55,0,51,0,13,0,1]
8.0.13007550125.1|[13,-50,98,-109,88,-43,19,-4,1]
8.0.13344870400.1|[137,-226,330,-226,159,-58,24,-4,1]
8.0.13981620301.1|[11,22,21,15,10,-1,4,-2,1]
8.0.14415364096.1|[5,-28,68,-92,77,-40,18,-4,1]
8.0.14511456553.1|[17,28,18,8,8,-4,8,-3,1]
8.0.14835483601.1|[12,34,31,7,-6,1,5,-4,1]
8.0.14922332649.2|[225,135,201,-12,67,-2,12,-2,1]
8.0.15348236544.1|[81,0,9,-18,0,-6,1,0,1]
8.0.15448461125.1|[7,-39,95,-70,11,3,2,-2,1]
8.0.15476927681.1|[16,-24,16,-8,5,-4,4,-3,1]
8.0.15490734605.1|[3,-11,29,41,13,-8,-4,-1,1]
8.0.15724644821.1|[17,-58,105,-107,87,-43,19,-4,1]
8.0.15805106512.1|[81,-27,18,21,-10,7,2,-1,1]
8.0.16049343125.1|[121,-77,-20,-21,33,-6,0,-2,1]
8.0.16452521984.1|[49,-70,43,-20,-1,12,-3,-2,1]
8.0.16475519449.1|[16,-47,87,-92,77,-40,18,-4,1]
8.0.16475519449.2|[16,-8,0,4,-7,2,0,-1,1]
8.0.16475519449.3|[16,0,0,-2,-5,-1,0,0,1]
8.0.16946095445.1|[2,-15,47,-79,78,-49,21,-4,1]
8.0.17281392784.1|[11,-50,92,-96,79,-40,18,-4,1]
8.0.17284886784.2|[3721,0,-1818,0,347,0,-30,0,1]
8.0.17331195904.2|[1,0,70,0,79,0,18,0,1]
8.0.17335386757.1|[11,26,23,17,7,-3,2,-3,1]
8.0.17555190016.1|[29,-146,272,-274,193,-70,28,-4,1]
8.0.17567824573.1|[11,-48,87,-89,73,-37,17,-4,1]
8.0.17567917712.1|[16,-8,12,-4,6,-2,3,-1,1]
8.0.17625714688.1|[81,0,0,-12,5,-4,0,0,1]
8.0.17828925625.1|[9,21,-5,-76,87,-24,18,-2,1]
8.0.18011787264.2|[289,-170,-87,-42,84,-2,-7,-2,1]
8.0.18101542805.1|[20,0,59,0,53,0,14,0,1]
8.0.18205565184.1|[2916,0,2160,0,469,0,38,0,1]
8.0.18234721296.2|[16,0,60,0,56,0,15,0,1]
8.0.18312706697.1|[16,-8,-8,0,7,0,-2,-1,1]
8.0.18387108928.1|[16,-8,12,-8,6,-4,3,-1,1]
8.0.18693088817.1|[16,-8,12,-10,5,-5,3,-1,1]
8.0.18743800464.1|[124,228,177,85,16,-3,-2,-1,1]
8.0.18842503824.1|[625,-250,200,-130,31,-26,8,-2,1]
8.0.18921653136.1|[79,-180,278,-214,153,-58,24,-4,1]
8.0.19256557824.1|[81,0,190,0,99,0,18,0,1]
8.0.19770609664.2|[113,-140,48,34,12,16,-3,-2,1]
8.0.19818163729.1|[36,6,-31,-38,32,-10,10,-2,1]
8.0.19944768125.1|[4,-26,71,-103,85,-43,19,-4,1]
8.0.19965690000.1|[81,-27,18,-15,-2,-5,2,-1,1]
8.0.20200652641.1|[23,43,-21,-50,-3,4,18,-2,1]
8.0.20403693125.1|[31,-85,152,-149,113,-49,21,-4,1]
8.0.20885741361.1|[16,-16,0,2,1,1,0,-2,1]
8.0.20943878400.1|[137,-124,62,-70,44,2,-5,-2,1]
8.0.21037761936.2|[1,0,28,0,66,0,16,0,1]
8.0.21143486464.1|[81,-108,54,0,-11,0,6,-4,1]
8.0.21592539136.1|[5,-36,104,-152,117,-52,22,-4,1]
8.0.22137868944.1|[4,0,23,0,35,0,13,0,1]
8.0.22351446016.10|[196,0,-120,0,54,0,-12,0,1]
8.0.22444298512.1|[81,-27,54,-15,22,-5,6,-1,1]
8.0.22584980089.1|[29,-55,43,21,-26,11,5,-4,1]
8.0.22600912896.1|[53,-128,206,-172,127,-52,22,-4,1]
8.0.22646939121.1|[4,0,55,0,53,0,14,0,1]
8.0.23018048089.1|[4,-23,59,-84,73,-40,18,-4,1]
8.0.23018048089.2|[16,-8,-8,4,1,2,-2,-1,1]
8.0.23018048089.3|[16,0,-8,-2,3,-1,-2,0,1]
8.0.23185848361.1|[61,19,1,-38,15,2,4,-4,1]
8.0.23298969600.1|[361,-190,-109,-34,82,-2,-7,-2,1]
8.0.23324925625.1|[1,0,129,0,117,0,21,0,1]
8.0.23324925625.2|[59,-114,83,-122,118,-32,20,-2,1]
8.0.23549664681.1|[139,244,154,52,18,14,4,-1,1]
8.0.23987814400.5|[4,0,136,0,96,0,20,0,1]
8.0.24166878849.1|[1,0,38,0,47,0,13,0,1]
8.0.24211360000.2|[841,0,-516,0,142,0,-19,0,1]
8.0.24743290000.1|[81,-81,18,3,-2,1,2,-3,1]
8.0.24840596881.1|[81,0,-9,-6,-5,-2,-1,0,1]
8.0.24895790656.1|[16,-8,-4,0,2,0,-1,-1,1]
8.0.25113033041.1|[16,-8,4,2,-5,1,1,-1,1]
8.0.25606400400.1|[4,0,31,0,47,0,17,0,1]
8.0.25921322001.1|[36,0,135,0,93,0,18,0,1]
8.0.26037372321.1|[4,0,115,0,102,0,19,0,1]
8.0.26179240000.1|[81,-27,-27,9,8,3,-3,-1,1]
8.0.26197364736.1|[529,-138,-171,38,46,-6,-5,-2,1]
8.0.27318164653.1|[12,26,23,15,7,-3,3,-3,1]
8.0.27439591201.2|[1,0,21,0,27,0,10,0,1]
8.0.27625099264.1|[81,-54,0,-12,19,-4,0,-2,1]
8.0.27630750625.1|[9,-60,161,-222,162,-64,26,-4,1]
8.0.27630750625.2|[1,0,31,0,92,0,19,0,1]
8.0.27795558400.1|[81,-54,9,-12,11,-4,1,-2,1]
8.0.27861746981.1|[256,-128,112,-60,22,-15,7,-2,1]
8.0.29261181481.1|[81,-81,36,-15,7,-5,4,-3,1]
8.0.29586752064.1|[4,0,31,0,59,0,17,0,1]
8.0.29589848289.1|[181,-185,110,-65,-5,23,-7,-1,1]
8.0.30115068125.1|[4,14,-3,-38,49,-19,13,-2,1]
8.0.30415360000.6|[11,10,-13,-88,99,-28,19,-2,1]
8.0.30419312677.1|[5,-28,64,-85,76,-43,19,-4,1]
8.0.30661410816.7|[361,0,190,0,81,0,10,0,1]
8.0.31132789597.1|[2,-13,37,-61,64,-43,19,-4,1]
8.0.31382671957.1|[81,0,0,-3,-13,-1,0,0,1]
8.0.31522245257.1|[2,-13,37,-60,61,-40,18,-4,1]
8.0.31766930861.1|[8,4,28,-7,-4,-14,10,-3,1]
8.0.32213605625.1|[5,5,-1,-32,43,-20,12,-2,1]
8.0.32503762944.8|[556,352,-206,-272,87,56,-14,-4,1]
8.0.32851925001.2|[43,160,188,62,5,10,5,-1,1]
8.0.32956408521.1|[9,0,45,0,55,0,14,0,1]
8.0.33043006592.1|[2,0,47,-93,55,-8,3,-3,1]
8.0.33223081984.15|[196,0,-184,0,70,0,-12,0,1]
8.0.33315375625.2|[1,0,55,0,102,0,20,0,1]
8.0.33392445696.1|[317,188,58,48,24,-18,11,-4,1]
8.0.33647011153.1|[16,-8,4,6,-3,3,1,-1,1]
8.0.34174124645.1|[7,-36,79,-99,83,-43,19,-4,1]
8.0.34470006921.2|[1369,0,-588,0,158,0,-21,0,1]
8.0.34667460864.3|[13,-68,155,-194,148,-64,26,-4,1]
8.0.36787879888.1|[81,0,9,-12,4,-4,1,0,1]
8.0.36977315557.1|[13,30,21,11,3,-1,6,-3,1]
8.0.37070355125.1|[5,-28,63,-81,69,-37,17,-4,1]
8.0.37291085881.1|[1,0,32,0,34,0,11,0,1]
8.0.37349860205.1|[13,-43,80,-85,71,-37,17,-4,1]
8.0.37381902336.1|[81,-54,45,-36,15,-12,5,-2,1]
8.0.38109286656.1|[81,54,18,-36,63,12,2,-2,1]
8.0.38444811093.1|[13,0,44,0,38,0,11,0,1]
8.0.38512100025.1|[225,0,897,0,277,0,29,0,1]
8.0.38765933153.1|[37,43,42,-14,-11,-4,4,-1,1]
