CM_field_label|base_field|quadric|cubic
8.0.92998161936.1|x^4-14*x^2-6*x+16|(11432*K.1^3+17472*K.1^2-253440*K.1+81920)*X^2+1/3*(1960238873929440342312678446978*K.1^3+1758394657704560733521132239096*K.1^2-25866010057343380333578126081899*K.1-34964041102174828946604739539061)*Y^2+(-4932617115502089529489733760*K.1^3-4424709507956925101480744960*K.1^2+65087538878500547948068934752*K.1+87981230169586526076746077952)*Z^2|(-3938192036263320299716196400223143726328789378445906101056111820538816526138133306572967137280*K.1^3+12235263366563304642489067797513732663223343401954360674465363888079186656872570605987711058880*K.1^2+16079492235243158448481476478800690744873209158070873675862262426457291793763176245431695488640*K.1-21426458095318856950201243317079100589858712239196685616854443370066602577548728782445320965120)*X^3+(-44162081249118360605955141481191896954228163100293231780988745484256784754639993341035163824835424112*K.1^3+143589170287743586182902005070527639225370260097589469106515508941570353619518406571696407322933784896*K.1^2+147094067965193582180186054264589984302761525785118552123276596938114422219018177839193211229256923424*K.1-215612413267623767800451137940877586066471429994508806317463581445610041844178102490156994589936560896)*X^2*Y+(419229662899116530190609879900051403727455861671252301624145157048839203117995193273512977785860480*K.1^3-601990336531057197884893030034655390877893353497180293627691695646629032926443607050418577026465920*K.1^2-5004794411995218741241806748715213441763951164079088271116254776187451172812525888644788065671070080*K.1+4671251288716992966028607573517730630044764973962358913077530445983962291356615301333787819104158720)*X^2*Z+(252411682527029207817199293849097067617236781944265504840909335112854147786915725023838169527279983027600*K.1^3-1005881999910223943134849443327038700873960443492458310986425361324731443806952292640551551621573449337600*K.1^2-940528285941470734084512449889550722732725824086133101551868083031830824235055666891920656271730459563200*K.1+1470887216941661941835200226132967416620692277713827222720069391608025065414657866054328773633815431590400)*X*Y^2+(-2688756767132518741880582987142416034462601796419713203967810766646765504674966383018864418820456094720*K.1^3-10219290852981609127679974029638916432346561117703375186149957429911764275437284771845496242275591198720*K.1^2-1276091705820387748276562987371918022684779328652763830371268365752730409084792957477871220008480909440*K.1+11308559617296281044811376912635633762469100045878802635730894025909493935354089855093978073381714119680)*X*Y*Z+(-12749467791945649605339716373116398354854509237157877611086743948269017341637701284174779302048035482387840*K.1^3+18307606273953919136065815457590032677587854822907266340146278018021360813525689141777196953578058789725440*K.1^2+152203730235427507981680821754478388501247038206648607590871372718818283553262132876612170252319109172793600*K.1-142060235488008626711729610632826676576205990404670630062223620441424818169934792801326352672245804682434560)*X*Z^2+(-3511016352811950789666452817689300419980393216568185810093570823886609526961386083270121164423973558596200141491369428*K.1^3-13356465149888800780483366983375304171918463175050156471209599619122836098373501121641005111712327656551139347258069412*K.1^2-1655831386806276670432199314144594118354112959439154930412328517396504418168243092609849335743635308015993450991710800*K.1+14767083937838671521540366475285181441513408773410467840402056325957597366130091918955832451048133312075670866475857460)*Y^3+(-556270965856127008163759998611524703020862145323735501578867054622079374304327855289915240649673105267200000*K.1^3-2116207230149845085280098918556634435080260559185529596228660029273787057561724647361851242907575770927216000*K.1^2-262377561235286422892843132038731633271160371495055951832920842705601799869821320425195898907343596763376000*K.1+2339718283625117094195890057098656595958072870798224986917971316908605281918970355574919166285802264318592000)*Y^2*Z+(1660478239189859551034862239065326341535190533324635653792572134394492201561472918205666062624702431899925952*K.1^3+6510286067100063502640425632408895351971885374606331405458125442016741610114852485580133827955577281362148416*K.1^2+1241502166525016832926812948607534327951469274491049336566593092973758797310411555228684374579845979702478400*K.1-7550807793246868227766211149223452494431017779752977695906883931712917417554367068460993386210930680507573760)*Y*Z^2+(1536110775830869400769947480416433880130792216120385814061895301177818488154766803081204552477019883024740718080*K.1^3-2205779234266480285205718693097985342895200397952042535226589161710715889084764783832554185514169528032675797760*K.1^2-18338160777695187539397244134587536993714502948005742887196429584860792871807456626142119382396216305363426286080*K.1+17116028856143272291969925382416913652300243794686154232717315277411416133813230345499672525579255249935012147200)*Z^3+1/3*(209758745782367600*K.1^3-251225970132801125*K.1^2-136514870916607925*K.1-757913271233645275)*T^3
8.0.92998161936.1|x^4-14*x^2-6*x+16|(11432*K.1^3+17472*K.1^2-253440*K.1+81920)*X^2+1/3*(1960238873929440342312678446978*K.1^3+1758394657704560733521132239096*K.1^2-25866010057343380333578126081899*K.1-34964041102174828946604739539061)*Y^2+(-4932617115502089529489733760*K.1^3-4424709507956925101480744960*K.1^2+65087538878500547948068934752*K.1+87981230169586526076746077952)*Z^2|(-3938192036263320299716196400223143726328789378445906101056111820538816526138133306572967137280*K.1^3+12235263366563304642489067797513732663223343401954360674465363888079186656872570605987711058880*K.1^2+16079492235243158448481476478800690744873209158070873675862262426457291793763176245431695488640*K.1-21426458095318856950201243317079100589858712239196685616854443370066602577548728782445320965120)*X^3+(-44162081249118360605955141481191896954228163100293231780988745484256784754639993341035163824835424112*K.1^3+143589170287743586182902005070527639225370260097589469106515508941570353619518406571696407322933784896*K.1^2+147094067965193582180186054264589984302761525785118552123276596938114422219018177839193211229256923424*K.1-215612413267623767800451137940877586066471429994508806317463581445610041844178102490156994589936560896)*X^2*Y+(419229662899116530190609879900051403727455861671252301624145157048839203117995193273512977785860480*K.1^3-601990336531057197884893030034655390877893353497180293627691695646629032926443607050418577026465920*K.1^2-5004794411995218741241806748715213441763951164079088271116254776187451172812525888644788065671070080*K.1+4671251288716992966028607573517730630044764973962358913077530445983962291356615301333787819104158720)*X^2*Z+(252411682527029207817199293849097067617236781944265504840909335112854147786915725023838169527279983027600*K.1^3-1005881999910223943134849443327038700873960443492458310986425361324731443806952292640551551621573449337600*K.1^2-940528285941470734084512449889550722732725824086133101551868083031830824235055666891920656271730459563200*K.1+1470887216941661941835200226132967416620692277713827222720069391608025065414657866054328773633815431590400)*X*Y^2+(-2688756767132518741880582987142416034462601796419713203967810766646765504674966383018864418820456094720*K.1^3-10219290852981609127679974029638916432346561117703375186149957429911764275437284771845496242275591198720*K.1^2-1276091705820387748276562987371918022684779328652763830371268365752730409084792957477871220008480909440*K.1+11308559617296281044811376912635633762469100045878802635730894025909493935354089855093978073381714119680)*X*Y*Z+(-12749467791945649605339716373116398354854509237157877611086743948269017341637701284174779302048035482387840*K.1^3+18307606273953919136065815457590032677587854822907266340146278018021360813525689141777196953578058789725440*K.1^2+152203730235427507981680821754478388501247038206648607590871372718818283553262132876612170252319109172793600*K.1-142060235488008626711729610632826676576205990404670630062223620441424818169934792801326352672245804682434560)*X*Z^2+(-3511016352811950789666452817689300419980393216568185810093570823886609526961386083270121164423973558596200141491369428*K.1^3-13356465149888800780483366983375304171918463175050156471209599619122836098373501121641005111712327656551139347258069412*K.1^2-1655831386806276670432199314144594118354112959439154930412328517396504418168243092609849335743635308015993450991710800*K.1+14767083937838671521540366475285181441513408773410467840402056325957597366130091918955832451048133312075670866475857460)*Y^3+(-556270965856127008163759998611524703020862145323735501578867054622079374304327855289915240649673105267200000*K.1^3-2116207230149845085280098918556634435080260559185529596228660029273787057561724647361851242907575770927216000*K.1^2-262377561235286422892843132038731633271160371495055951832920842705601799869821320425195898907343596763376000*K.1+2339718283625117094195890057098656595958072870798224986917971316908605281918970355574919166285802264318592000)*Y^2*Z+(1660478239189859551034862239065326341535190533324635653792572134394492201561472918205666062624702431899925952*K.1^3+6510286067100063502640425632408895351971885374606331405458125442016741610114852485580133827955577281362148416*K.1^2+1241502166525016832926812948607534327951469274491049336566593092973758797310411555228684374579845979702478400*K.1-7550807793246868227766211149223452494431017779752977695906883931712917417554367068460993386210930680507573760)*Y*Z^2+(1536110775830869400769947480416433880130792216120385814061895301177818488154766803081204552477019883024740718080*K.1^3-2205779234266480285205718693097985342895200397952042535226589161710715889084764783832554185514169528032675797760*K.1^2-18338160777695187539397244134587536993714502948005742887196429584860792871807456626142119382396216305363426286080*K.1+17116028856143272291969925382416913652300243794686154232717315277411416133813230345499672525579255249935012147200)*Z^3+1/3*(-209758745782367600*K.1^3+251225970132801125*K.1^2+136514870916607925*K.1+757913271233645275)*T^3
8.0.1949393141.1|||
8.0.447642096845.1|||
8.0.956658091921.1|||
8.0.95663379776.1|||
8.0.120561728400.1|||
8.0.470415469.1|||
8.0.27861746981.1|||
8.0.29261181481.1|||
8.0.67017110336.1|||
8.0.956658091921.2|||
8.0.53986082896.1|||
8.0.4252075997.1|||
8.0.164856300625.2|||
8.0.3504640000.1|||
8.0.5583825625.2|||
8.0.54547099733.1|||
8.0.372668125.1|||
8.0.308052750625.1|||
8.0.16777216.1|||
8.0.6149069056.2|||
8.0.260183960917.1|||
8.0.237515098817.1|||
8.0.164856300625.1|||
8.0.2556625625.1|||
8.0.100249191488.1|||
8.0.903363136.2|||
8.0.3200818237.1|||
8.0.116183494449.3|||
8.0.76870931917.1|||
8.0.87925059325.1|||
8.0.5501270057.1|||
8.0.214798336.3|||
8.0.180224022784.5|||
8.0.494613125.1|||
8.0.40795920400.1|||
8.0.903363136.1|||
8.0.386814749.1|||
8.0.126976057569.1|x^2-x-4|(86759336704*K.1+113109041005)*X^2+(12976128*K.1+20262912)*Y^2+(-133190418941473718272*K.1-207984042383729754112)*Z^2|(-1238212955928682729618710184033280692507859305823250730822558721616304*K.1-1933679795428650535296391948917457618661938707010761027104403720707524)*X^3+(1261808313100558690833549346482177834647805231648711259718852198400*K.1+1970380325880374710031645981689635314127483520952729884620699033600)*X^2*Y+(63140255147989219732574744821270552992654539583649187408479226695778304000*K.1+98596843011878727217246404132144473284894500636374495239296945424957440000)*X^2*Z+(67710732562702589374209615045240299231744615024392207357620486144*K.1+105733884850216275750712322582955468718650788805588969867761000448)*X*Y^2+(1369183370468214224936231777202870418569244974232058518272032644981063680*K.1+2138052143606329689727273620252622501144254456974232401555206861781729280)*X*Y*Z+(-5388186596359337656774613484220394618041951746461892792113212117303023328296960*K.1-8413937934620478838241212113927720796398631059414179738861869480922970675216384)*X*Z^2+(-422311049484430900272628634644750793906475750512592937738567680*K.1-659461007202651045175866937548670184773325090413728809696624640)*Y^3+(2302051787124173297728720612527575121142316210478329172474905713704960*K.1+3594775443415092709728224069171700048038055826832933631514819229122560)*Y^2*Z+(-10937830174437227024467592167442913305157361593335549889221127620771111239680*K.1-17079999474915789134830009850408759625959639516896422347685671914759520256000)*Y*Z^2+(42342013307227260502171305780335254147121192965933349556911018280689079966823874560*K.1+66119289979884606072787922403973553673884419067752606142008452501384289497791856640)*Z^3+(-152842579003800*K.1+1099166660740575)*T^3
8.0.126976057569.1|x^2-x-4|(-86759336704*K.1-113109041005)*X^2+(-12976128*K.1-20262912)*Y^2+(133190418941473718272*K.1+207984042383729754112)*Z^2|(1238212955928682729618710184033280692507859305823250730822558721616304*K.1+1933679795428650535296391948917457618661938707010761027104403720707524)*X^3+(-1261808313100558690833549346482177834647805231648711259718852198400*K.1-1970380325880374710031645981689635314127483520952729884620699033600)*X^2*Y+(-63140255147989219732574744821270552992654539583649187408479226695778304000*K.1-98596843011878727217246404132144473284894500636374495239296945424957440000)*X^2*Z+(-67710732562702589374209615045240299231744615024392207357620486144*K.1-105733884850216275750712322582955468718650788805588969867761000448)*X*Y^2+(-1369183370468214224936231777202870418569244974232058518272032644981063680*K.1-2138052143606329689727273620252622501144254456974232401555206861781729280)*X*Y*Z+(5388186596359337656774613484220394618041951746461892792113212117303023328296960*K.1+8413937934620478838241212113927720796398631059414179738861869480922970675216384)*X*Z^2+(422311049484430900272628634644750793906475750512592937738567680*K.1+659461007202651045175866937548670184773325090413728809696624640)*Y^3+(-2302051787124173297728720612527575121142316210478329172474905713704960*K.1-3594775443415092709728224069171700048038055826832933631514819229122560)*Y^2*Z+(10937830174437227024467592167442913305157361593335549889221127620771111239680*K.1+17079999474915789134830009850408759625959639516896422347685671914759520256000)*Y*Z^2+(-42342013307227260502171305780335254147121192965933349556911018280689079966823874560*K.1-66119289979884606072787922403973553673884419067752606142008452501384289497791856640)*Z^3+(152842579003800*K.1-1099166660740575)*T^3
8.0.6941722489.2|||
8.0.6941722489.1|||
8.0.4303360000.2|||
8.0.978188125.1|||
8.0.156164861329.1|||
8.0.4995180625.1|||
8.0.1117163776.3|||
8.0.82686152704.1|||
8.0.95883264.1|x^2-2|(3*K.1+3)*X^2+(-1108*K.1-1480)*Y^2+(-212*K.1+260)*T^2|(101964746266032105*K.1+144515743994896110)*X^3+(-6075427404517976160*K.1-8597165408464302000)*X^2*Y+(-132098941577948922*K.1-310728163804147980)*X^2*T+(120345797745270774000*K.1+170195732425413744480)*X*Y^2+(7387701055351104960*K.1+9818625347262616320)*X*Y*T+(-37618036961915700*K.1+366720483476903400)*X*T^2+(-791958423870668256640*K.1-1120200533939945090560)*Y^3+(-76524141531401457696*K.1-97297293108085414464)*Y^2*T+(-2910085303738944000*K.1-2558849154462600000)*Y*T^2+(-889671600*K.1+1265015475)*Z^3+(14861949589347480776*K.1-21034504387912284816)*T^3
8.0.95883264.1|x^2-2|(-3*K.1-3)*X^2+(1108*K.1+1480)*Y^2+(212*K.1-260)*T^2|(-101964746266032105*K.1-144515743994896110)*X^3+(-6075427404517976160*K.1-8597165408464302000)*X^2*Y+(-132098941577948922*K.1-310728163804147980)*X^2*T+(-120345797745270774000*K.1-170195732425413744480)*X*Y^2+(-7387701055351104960*K.1-9818625347262616320)*X*Y*T+(37618036961915700*K.1-366720483476903400)*X*T^2+(-791958423870668256640*K.1-1120200533939945090560)*Y^3+(-76524141531401457696*K.1-97297293108085414464)*Y^2*T+(-2910085303738944000*K.1-2558849154462600000)*Y*T^2+(-889671600*K.1+1265015475)*Z^3+(14861949589347480776*K.1-21034504387912284816)*T^3
